12.9014978,0.960626079
15.17608089,-1.673640167
20.59274756,-1.673640167
20.67468619,2.259414226
35.05864405,-5.906720768
35.31057118,6.185781288
49.11057931,-9.340394191
49.49935574,9.320874414
60.21714434,-11.43045627
60.69300669,11.4109365
69.85257937,-12.77406761
71.12776605,12.75454784
84.69761854,-13.81909866
85.27922808,14.09815918
99.57998025,-13.07264791
100.1242673,13.05312813
109.7659227,12.00809709
110.005409,-12.17690702
119.7185993,-9.788264638
120.1198166,9.470164563
129.4846632,-4.861689726
129.6992678,5.439330544
134.0442332,-0.084404963
